year,cable_id,ocean_route,operator_type,age_years,fiber_pairs,length_km,n_landing_countries,chokepoint,design_capacity_tbps,lit_capacity_tbps,utilization_pct,protected_burial,route_redundancy,is_low_redundancy,vulnerability_index,fault_this_year,fault_next_year,prev_fault,fault_3y,never_faulted,yrs_since_fault,cum_fault_rate,history_available
2015,CAB0251,Intra-Europe,consortium,1.0,42.0,2571.0,5.0,,1296.0,387.6,46.9,0.0,41.0,0.0,17.5,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0251,Intra-Europe,consortium,2.0,42.0,2571.0,5.0,,1296.0,410.1,54.0,0.0,42.0,0.0,19.0,0.0,1.0,0.0,0.0,1,99,0.0,0
2017,CAB0251,Intra-Europe,consortium,3.0,42.0,2571.0,5.0,,1296.0,507.0,83.3,0.0,44.0,0.0,20.6,1.0,0.0,0.0,1.0,0,0,0.3333333333333333,0
2018,CAB0251,Intra-Europe,consortium,4.0,42.0,2571.0,5.0,,1296.0,620.3,35.7,0.0,45.0,0.0,22.2,0.0,0.0,1.0,1.0,0,1,0.25,1
2019,CAB0251,Intra-Europe,consortium,5.0,42.0,2571.0,5.0,,1296.0,589.3,59.6,0.0,47.0,0.0,23.8,0.0,0.0,0.0,1.0,0,2,0.2,1
2020,CAB0251,Intra-Europe,consortium,6.0,42.0,2571.0,5.0,,1296.0,732.1,39.5,0.0,49.0,0.0,25.4,0.0,0.0,0.0,0.0,0,3,0.16666666666666666,1
2021,CAB0251,Intra-Europe,consortium,7.0,42.0,2571.0,5.0,,1296.0,838.9,61.4,0.0,49.0,0.0,27.0,0.0,0.0,0.0,0.0,0,4,0.14285714285714285,1
2022,CAB0251,Intra-Europe,consortium,8.0,42.0,2571.0,5.0,,1296.0,935.0,57.8,0.0,52.0,0.0,28.6,0.0,0.0,0.0,0.0,0,5,0.125,1
2023,CAB0251,Intra-Europe,consortium,9.0,42.0,2571.0,5.0,,1296.0,910.1,57.8,0.0,53.0,0.0,30.2,0.0,0.0,0.0,0.0,0,6,0.1111111111111111,1
2024,CAB0251,Intra-Europe,consortium,10.0,42.0,2571.0,5.0,,1296.0,1074.8,53.9,0.0,53.0,0.0,31.7,0.0,0.0,0.0,0.0,0,7,0.1,1
2025,CAB0251,Intra-Europe,consortium,11.0,42.0,2571.0,5.0,,1296.0,1292.8,35.0,0.0,58.0,0.0,33.3,0.0,0.0,0.0,0.0,0,8,0.09090909090909091,1
2015,CAB0252,Africa-Coastal,carrier,7.0,34.0,10369.0,6.0,,757.7,487.1,53.5,0.0,36.0,1.0,46.8,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0252,Africa-Coastal,carrier,8.0,34.0,10369.0,6.0,,757.7,609.9,47.9,0.0,37.0,1.0,48.4,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0252,Africa-Coastal,carrier,9.0,34.0,10369.0,6.0,,757.7,593.6,72.4,0.0,40.0,0.0,30.2,0.0,1.0,0.0,0.0,1,99,0.0,0
2018,CAB0252,Africa-Coastal,carrier,10.0,34.0,10369.0,6.0,,757.7,713.1,26.1,0.0,40.0,0.0,31.7,1.0,0.0,0.0,1.0,0,0,0.25,1
2019,CAB0252,Africa-Coastal,carrier,11.0,34.0,10369.0,6.0,,757.7,730.1,47.9,0.0,42.0,0.0,33.3,0.0,0.0,1.0,1.0,0,1,0.2,1
2020,CAB0252,Africa-Coastal,carrier,12.0,34.0,10369.0,6.0,,757.7,757.7,100.0,0.0,43.0,0.0,34.9,0.0,0.0,0.0,1.0,0,2,0.16666666666666666,1
2021,CAB0252,Africa-Coastal,carrier,13.0,34.0,10369.0,6.0,,757.7,726.2,55.0,0.0,44.0,0.0,36.5,0.0,1.0,0.0,0.0,0,3,0.14285714285714285,1
2022,CAB0252,Africa-Coastal,carrier,14.0,34.0,10369.0,6.0,,757.7,757.7,49.4,0.0,45.0,0.0,38.1,1.0,0.0,0.0,1.0,0,0,0.25,1
2023,CAB0252,Africa-Coastal,carrier,15.0,34.0,10369.0,6.0,,757.7,757.7,55.5,0.0,47.0,0.0,39.7,0.0,0.0,1.0,1.0,0,1,0.2222222222222222,1
2024,CAB0252,Africa-Coastal,carrier,16.0,34.0,10369.0,6.0,,757.7,757.7,68.0,0.0,49.0,0.0,41.3,0.0,0.0,0.0,1.0,0,2,0.2,1
2025,CAB0252,Africa-Coastal,carrier,17.0,34.0,10369.0,6.0,,757.7,757.7,100.0,0.0,52.0,0.0,42.9,0.0,0.0,0.0,0.0,0,3,0.18181818181818182,1
2015,CAB0253,Trans-Pacific,consortium,5.0,6.0,12489.0,9.0,,150.9,84.2,23.8,1.0,35.0,1.0,27.8,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0253,Trans-Pacific,consortium,6.0,6.0,12489.0,9.0,,150.9,91.4,82.0,1.0,37.0,1.0,29.4,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0253,Trans-Pacific,consortium,7.0,6.0,12489.0,9.0,,150.9,87.2,25.2,1.0,38.0,1.0,31.0,0.0,1.0,0.0,0.0,1,99,0.0,0
2018,CAB0253,Trans-Pacific,consortium,8.0,6.0,12489.0,9.0,,150.9,119.1,44.5,1.0,39.0,1.0,32.5,1.0,0.0,0.0,1.0,0,0,0.25,1
2019,CAB0253,Trans-Pacific,consortium,9.0,6.0,12489.0,9.0,,150.9,121.8,52.4,1.0,41.0,0.0,14.3,0.0,0.0,1.0,1.0,0,1,0.2,1
2020,CAB0253,Trans-Pacific,consortium,10.0,6.0,12489.0,9.0,,150.9,141.0,45.1,1.0,42.0,0.0,15.9,0.0,0.0,0.0,1.0,0,2,0.16666666666666666,1
2021,CAB0253,Trans-Pacific,consortium,11.0,6.0,12489.0,9.0,,150.9,136.3,34.4,1.0,43.0,0.0,17.5,0.0,0.0,0.0,0.0,0,3,0.14285714285714285,1
2022,CAB0253,Trans-Pacific,consortium,12.0,6.0,12489.0,9.0,,150.9,149.1,100.0,1.0,45.0,0.0,19.0,0.0,0.0,0.0,0.0,0,4,0.125,1
2023,CAB0253,Trans-Pacific,consortium,13.0,6.0,12489.0,9.0,,150.9,150.1,96.0,1.0,47.0,0.0,20.6,0.0,0.0,0.0,0.0,0,5,0.1111111111111111,1
2024,CAB0253,Trans-Pacific,consortium,14.0,6.0,12489.0,9.0,,150.9,150.9,60.4,1.0,49.0,0.0,22.2,0.0,0.0,0.0,0.0,0,6,0.1,1
2025,CAB0253,Trans-Pacific,consortium,15.0,6.0,12489.0,9.0,,150.9,150.9,65.1,1.0,50.0,0.0,23.8,0.0,0.0,0.0,0.0,0,7,0.09090909090909091,1
2015,CAB0254,Trans-Pacific,carrier,8.0,14.0,14822.0,5.0,,292.0,228.3,71.8,0.0,35.0,1.0,48.4,1.0,0.0,,1.0,0,0,1.0,0
2016,CAB0254,Trans-Pacific,carrier,9.0,14.0,14822.0,5.0,,292.0,254.7,59.4,0.0,37.0,1.0,50.0,0.0,0.0,1.0,1.0,0,1,0.5,0
2017,CAB0254,Trans-Pacific,carrier,10.0,14.0,14822.0,5.0,,292.0,231.9,50.5,0.0,38.0,1.0,51.6,0.0,0.0,0.0,1.0,0,2,0.3333333333333333,0
2018,CAB0254,Trans-Pacific,carrier,11.0,14.0,14822.0,5.0,,292.0,267.8,45.1,0.0,39.0,1.0,53.2,0.0,1.0,0.0,0.0,0,3,0.25,1
2019,CAB0254,Trans-Pacific,carrier,12.0,14.0,14822.0,5.0,,292.0,273.0,78.6,0.0,41.0,0.0,34.9,1.0,0.0,0.0,1.0,0,0,0.4,1
2020,CAB0254,Trans-Pacific,carrier,13.0,14.0,14822.0,5.0,,292.0,292.0,57.0,0.0,42.0,0.0,36.5,0.0,0.0,1.0,1.0,0,1,0.3333333333333333,1
2021,CAB0254,Trans-Pacific,carrier,14.0,14.0,14822.0,5.0,,292.0,292.0,68.3,0.0,43.0,0.0,38.1,0.0,0.0,0.0,1.0,0,2,0.2857142857142857,1
2022,CAB0254,Trans-Pacific,carrier,15.0,14.0,14822.0,5.0,,292.0,292.0,44.3,0.0,45.0,0.0,39.7,0.0,1.0,0.0,0.0,0,3,0.25,1
2023,CAB0254,Trans-Pacific,carrier,16.0,14.0,14822.0,5.0,,292.0,292.0,100.0,0.0,47.0,0.0,41.3,1.0,0.0,0.0,1.0,0,0,0.3333333333333333,1
2024,CAB0254,Trans-Pacific,carrier,17.0,14.0,14822.0,5.0,,292.0,292.0,100.0,0.0,49.0,0.0,42.9,0.0,0.0,1.0,1.0,0,1,0.3,1
2025,CAB0254,Trans-Pacific,carrier,18.0,14.0,14822.0,5.0,,292.0,292.0,100.0,0.0,50.0,0.0,44.4,0.0,0.0,0.0,1.0,0,2,0.2727272727272727,1
2025,CAB0255,Intra-Europe,consortium,0.0,12.0,2199.0,5.0,,558.9,90.2,25.3,0.0,58.0,0.0,15.9,0.0,0.0,,0.0,1,99,0.0,0
2015,CAB0256,Intra-Asia,hyperscaler,7.0,22.0,3060.0,5.0,,490.3,350.1,38.9,1.0,53.0,0.0,11.1,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0256,Intra-Asia,hyperscaler,8.0,22.0,3060.0,5.0,,490.3,376.3,45.3,1.0,59.0,0.0,12.7,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0256,Intra-Asia,hyperscaler,9.0,22.0,3060.0,5.0,,490.3,417.5,28.8,1.0,60.0,0.0,14.3,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0256,Intra-Asia,hyperscaler,10.0,22.0,3060.0,5.0,,490.3,405.3,37.9,1.0,62.0,0.0,15.9,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0256,Intra-Asia,hyperscaler,11.0,22.0,3060.0,5.0,,490.3,440.3,39.3,1.0,64.0,0.0,17.5,0.0,0.0,0.0,0.0,1,99,0.0,1
2020,CAB0256,Intra-Asia,hyperscaler,12.0,22.0,3060.0,5.0,,490.3,490.3,96.4,1.0,66.0,0.0,19.0,0.0,0.0,0.0,0.0,1,99,0.0,1
2021,CAB0256,Intra-Asia,hyperscaler,13.0,22.0,3060.0,5.0,,490.3,490.3,90.2,1.0,69.0,0.0,20.6,0.0,0.0,0.0,0.0,1,99,0.0,1
2022,CAB0256,Intra-Asia,hyperscaler,14.0,22.0,3060.0,5.0,,490.3,490.3,72.0,1.0,70.0,0.0,22.2,0.0,1.0,0.0,0.0,1,99,0.0,1
2023,CAB0256,Intra-Asia,hyperscaler,15.0,22.0,3060.0,5.0,,490.3,490.3,82.4,1.0,70.0,0.0,23.8,1.0,0.0,0.0,1.0,0,0,0.1111111111111111,1
2024,CAB0256,Intra-Asia,hyperscaler,16.0,22.0,3060.0,5.0,,490.3,490.3,77.8,1.0,75.0,0.0,25.4,0.0,0.0,1.0,1.0,0,1,0.1,1
2025,CAB0256,Intra-Asia,hyperscaler,17.0,22.0,3060.0,5.0,,490.3,490.3,97.0,1.0,77.0,0.0,27.0,0.0,0.0,0.0,1.0,0,2,0.09090909090909091,1
2017,CAB0257,EMEA-Asia,government,0.0,20.0,19122.0,9.0,Suez,702.9,196.6,36.6,0.0,32.0,1.0,63.5,1.0,1.0,,1.0,0,0,1.0,0
2018,CAB0257,EMEA-Asia,government,1.0,20.0,19122.0,9.0,Suez,702.9,326.7,16.2,0.0,34.0,1.0,65.1,1.0,0.0,1.0,2.0,0,0,1.0,0
2019,CAB0257,EMEA-Asia,government,2.0,20.0,19122.0,9.0,Suez,702.9,256.2,14.0,0.0,37.0,1.0,66.7,0.0,1.0,1.0,2.0,0,1,0.6666666666666666,0
2020,CAB0257,EMEA-Asia,government,3.0,20.0,19122.0,9.0,Suez,702.9,285.7,77.0,0.0,40.0,0.0,48.4,1.0,0.0,0.0,2.0,0,0,0.75,1
2021,CAB0257,EMEA-Asia,government,4.0,20.0,19122.0,9.0,Suez,702.9,341.6,49.0,0.0,44.0,0.0,50.0,0.0,0.0,1.0,1.0,0,1,0.6,1
2022,CAB0257,EMEA-Asia,government,5.0,20.0,19122.0,9.0,Suez,702.9,424.3,35.2,0.0,45.0,0.0,51.6,0.0,1.0,0.0,1.0,0,2,0.5,1
2023,CAB0257,EMEA-Asia,government,6.0,20.0,19122.0,9.0,Suez,702.9,369.9,21.7,0.0,47.0,0.0,53.2,1.0,1.0,0.0,1.0,0,0,0.5714285714285714,1
2024,CAB0257,EMEA-Asia,government,7.0,20.0,19122.0,9.0,Suez,702.9,505.0,20.3,0.0,48.0,0.0,54.8,1.0,1.0,1.0,2.0,0,0,0.625,1
2025,CAB0257,EMEA-Asia,government,8.0,20.0,19122.0,9.0,Suez,702.9,436.5,49.5,0.0,47.0,0.0,56.3,1.0,1.0,1.0,3.0,0,0,0.6666666666666666,1
2015,CAB0258,Indian-Ocean,carrier,5.0,4.0,11240.0,6.0,Bab-el-Mandeb,100.6,59.7,31.4,1.0,31.0,1.0,55.6,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0258,Indian-Ocean,carrier,6.0,4.0,11240.0,6.0,Bab-el-Mandeb,100.6,62.9,36.1,1.0,33.0,1.0,57.1,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0258,Indian-Ocean,carrier,7.0,4.0,11240.0,6.0,Bab-el-Mandeb,100.6,57.4,17.8,1.0,33.0,1.0,58.7,0.0,1.0,0.0,0.0,1,99,0.0,0
2018,CAB0258,Indian-Ocean,carrier,8.0,4.0,11240.0,6.0,Bab-el-Mandeb,100.6,60.4,84.5,1.0,35.0,1.0,60.3,1.0,0.0,0.0,1.0,0,0,0.25,1
2019,CAB0258,Indian-Ocean,carrier,9.0,4.0,11240.0,6.0,Bab-el-Mandeb,100.6,77.4,50.9,1.0,35.0,1.0,61.9,0.0,0.0,1.0,1.0,0,1,0.2,1
2020,CAB0258,Indian-Ocean,carrier,10.0,4.0,11240.0,6.0,Bab-el-Mandeb,100.6,90.3,60.7,1.0,36.0,1.0,63.5,0.0,0.0,0.0,1.0,0,2,0.16666666666666666,1
2021,CAB0258,Indian-Ocean,carrier,11.0,4.0,11240.0,6.0,Bab-el-Mandeb,100.6,92.2,42.0,1.0,39.0,1.0,65.1,0.0,0.0,0.0,0.0,0,3,0.14285714285714285,1
2022,CAB0258,Indian-Ocean,carrier,12.0,4.0,11240.0,6.0,Bab-el-Mandeb,100.6,91.1,91.9,1.0,39.0,1.0,66.7,0.0,0.0,0.0,0.0,0,4,0.125,1
2023,CAB0258,Indian-Ocean,carrier,13.0,4.0,11240.0,6.0,Bab-el-Mandeb,100.6,90.8,58.5,1.0,40.0,0.0,48.4,0.0,1.0,0.0,0.0,0,5,0.1111111111111111,1
2024,CAB0258,Indian-Ocean,carrier,14.0,4.0,11240.0,6.0,Bab-el-Mandeb,100.6,100.6,80.6,1.0,41.0,0.0,50.0,1.0,0.0,0.0,1.0,0,0,0.2,1
2025,CAB0258,Indian-Ocean,carrier,15.0,4.0,11240.0,6.0,Bab-el-Mandeb,100.6,100.6,82.5,1.0,44.0,0.0,51.6,0.0,1.0,1.0,1.0,0,1,0.18181818181818182,1
2018,CAB0259,Trans-Atlantic,consortium,0.0,5.0,6951.0,7.0,,182.9,42.6,29.4,1.0,40.0,0.0,0.0,1.0,0.0,,1.0,0,0,1.0,0
2019,CAB0259,Trans-Atlantic,consortium,1.0,5.0,6951.0,7.0,,182.9,51.5,56.2,1.0,45.0,0.0,1.6,0.0,1.0,1.0,1.0,0,1,0.5,0
2020,CAB0259,Trans-Atlantic,consortium,2.0,5.0,6951.0,7.0,,182.9,57.6,23.3,1.0,48.0,0.0,3.2,1.0,0.0,0.0,2.0,0,0,0.6666666666666666,0
2021,CAB0259,Trans-Atlantic,consortium,3.0,5.0,6951.0,7.0,,182.9,89.5,28.7,1.0,50.0,0.0,4.8,0.0,0.0,1.0,1.0,0,1,0.5,1
2022,CAB0259,Trans-Atlantic,consortium,4.0,5.0,6951.0,7.0,,182.9,85.1,34.7,1.0,51.0,0.0,6.3,0.0,0.0,0.0,1.0,0,2,0.4,1
2023,CAB0259,Trans-Atlantic,consortium,5.0,5.0,6951.0,7.0,,182.9,110.1,71.8,1.0,54.0,0.0,7.9,0.0,0.0,0.0,0.0,0,3,0.3333333333333333,1
2024,CAB0259,Trans-Atlantic,consortium,6.0,5.0,6951.0,7.0,,182.9,101.6,28.2,1.0,58.0,0.0,9.5,0.0,0.0,0.0,0.0,0,4,0.2857142857142857,1
2025,CAB0259,Trans-Atlantic,consortium,7.0,5.0,6951.0,7.0,,182.9,111.3,47.1,1.0,62.0,0.0,11.1,0.0,0.0,0.0,0.0,0,5,0.25,1
2015,CAB0260,Africa-Coastal,government,16.0,2.0,13904.0,4.0,,18.9,18.9,89.4,0.0,36.0,1.0,61.1,0.0,1.0,,0.0,1,99,0.0,0
2016,CAB0260,Africa-Coastal,government,17.0,2.0,13904.0,4.0,,18.9,18.9,51.7,0.0,37.0,1.0,62.7,1.0,1.0,0.0,1.0,0,0,0.5,0
2017,CAB0260,Africa-Coastal,government,18.0,2.0,13904.0,4.0,,18.9,18.9,49.9,0.0,40.0,0.0,44.4,1.0,0.0,1.0,2.0,0,0,0.6666666666666666,0
2018,CAB0260,Africa-Coastal,government,19.0,2.0,13904.0,4.0,,18.9,18.9,50.1,0.0,40.0,0.0,46.0,0.0,0.0,1.0,2.0,0,1,0.5,1
2019,CAB0260,Africa-Coastal,government,20.0,2.0,13904.0,4.0,,18.9,18.9,100.0,0.0,42.0,0.0,47.6,0.0,0.0,0.0,1.0,0,2,0.4,1
2020,CAB0260,Africa-Coastal,government,21.0,2.0,13904.0,4.0,,18.9,18.9,56.3,0.0,43.0,0.0,49.2,0.0,1.0,0.0,0.0,0,3,0.3333333333333333,1
2021,CAB0260,Africa-Coastal,government,22.0,2.0,13904.0,4.0,,18.9,18.9,82.3,0.0,44.0,0.0,50.8,1.0,1.0,0.0,1.0,0,0,0.42857142857142855,1
2022,CAB0260,Africa-Coastal,government,23.0,2.0,13904.0,4.0,,18.9,18.9,90.6,0.0,45.0,0.0,52.4,1.0,0.0,1.0,2.0,0,0,0.5,1
2023,CAB0260,Africa-Coastal,government,24.0,2.0,13904.0,4.0,,18.9,18.9,90.6,0.0,47.0,0.0,54.0,0.0,0.0,1.0,2.0,0,1,0.4444444444444444,1
2024,CAB0260,Africa-Coastal,government,25.0,2.0,13904.0,4.0,,18.9,18.9,100.0,0.0,49.0,0.0,55.6,0.0,0.0,0.0,1.0,0,2,0.4,1
2025,CAB0260,Africa-Coastal,government,26.0,2.0,13904.0,4.0,,18.9,18.9,100.0,0.0,52.0,0.0,57.1,0.0,1.0,0.0,0.0,0,3,0.36363636363636365,1
2017,CAB0261,Africa-Coastal,consortium,0.0,20.0,6256.0,3.0,,702.9,178.0,6.1,1.0,40.0,0.0,0.0,0.0,0.0,,0.0,1,99,0.0,0
2018,CAB0261,Africa-Coastal,consortium,1.0,20.0,6256.0,3.0,,702.9,224.1,22.4,1.0,40.0,0.0,1.6,0.0,0.0,0.0,0.0,1,99,0.0,0
2019,CAB0261,Africa-Coastal,consortium,2.0,20.0,6256.0,3.0,,702.9,192.1,70.8,1.0,42.0,0.0,3.2,0.0,0.0,0.0,0.0,1,99,0.0,0
2020,CAB0261,Africa-Coastal,consortium,3.0,20.0,6256.0,3.0,,702.9,272.5,55.3,1.0,43.0,0.0,4.8,0.0,0.0,0.0,0.0,1,99,0.0,1
2021,CAB0261,Africa-Coastal,consortium,4.0,20.0,6256.0,3.0,,702.9,373.1,44.8,1.0,44.0,0.0,6.3,0.0,1.0,0.0,0.0,1,99,0.0,1
2022,CAB0261,Africa-Coastal,consortium,5.0,20.0,6256.0,3.0,,702.9,408.1,34.1,1.0,45.0,0.0,7.9,1.0,0.0,0.0,1.0,0,0,0.16666666666666666,1
2023,CAB0261,Africa-Coastal,consortium,6.0,20.0,6256.0,3.0,,702.9,408.0,77.8,1.0,47.0,0.0,9.5,0.0,0.0,1.0,1.0,0,1,0.14285714285714285,1
2024,CAB0261,Africa-Coastal,consortium,7.0,20.0,6256.0,3.0,,702.9,438.9,28.8,1.0,49.0,0.0,11.1,0.0,0.0,0.0,1.0,0,2,0.125,1
2025,CAB0261,Africa-Coastal,consortium,8.0,20.0,6256.0,3.0,,702.9,539.5,38.6,1.0,52.0,0.0,12.7,0.0,0.0,0.0,0.0,0,3,0.1111111111111111,1
2015,CAB0262,Africa-Coastal,carrier,0.0,14.0,3724.0,4.0,,452.0,93.8,57.9,1.0,36.0,1.0,19.8,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0262,Africa-Coastal,carrier,1.0,14.0,3724.0,4.0,,452.0,162.7,34.5,1.0,37.0,1.0,21.4,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0262,Africa-Coastal,carrier,2.0,14.0,3724.0,4.0,,452.0,201.8,31.4,1.0,40.0,0.0,3.2,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0262,Africa-Coastal,carrier,3.0,14.0,3724.0,4.0,,452.0,223.2,59.6,1.0,40.0,0.0,4.8,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0262,Africa-Coastal,carrier,4.0,14.0,3724.0,4.0,,452.0,202.0,66.1,1.0,42.0,0.0,6.3,0.0,0.0,0.0,0.0,1,99,0.0,1
2020,CAB0262,Africa-Coastal,carrier,5.0,14.0,3724.0,4.0,,452.0,288.1,40.0,1.0,43.0,0.0,7.9,0.0,0.0,0.0,0.0,1,99,0.0,1
2021,CAB0262,Africa-Coastal,carrier,6.0,14.0,3724.0,4.0,,452.0,297.0,70.1,1.0,44.0,0.0,9.5,0.0,0.0,0.0,0.0,1,99,0.0,1
2022,CAB0262,Africa-Coastal,carrier,7.0,14.0,3724.0,4.0,,452.0,295.4,58.8,1.0,45.0,0.0,11.1,0.0,0.0,0.0,0.0,1,99,0.0,1
2023,CAB0262,Africa-Coastal,carrier,8.0,14.0,3724.0,4.0,,452.0,361.8,68.1,1.0,47.0,0.0,12.7,0.0,0.0,0.0,0.0,1,99,0.0,1
2024,CAB0262,Africa-Coastal,carrier,9.0,14.0,3724.0,4.0,,452.0,314.5,38.7,1.0,49.0,0.0,14.3,0.0,0.0,0.0,0.0,1,99,0.0,1
2025,CAB0262,Africa-Coastal,carrier,10.0,14.0,3724.0,4.0,,452.0,401.3,74.9,1.0,52.0,0.0,15.9,0.0,0.0,0.0,0.0,1,99,0.0,1
2015,CAB0263,Americas,carrier,7.0,5.0,3976.0,5.0,,111.4,67.6,43.8,0.0,28.0,1.0,46.8,1.0,0.0,,1.0,0,0,1.0,0
2016,CAB0263,Americas,carrier,8.0,5.0,3976.0,5.0,,111.4,74.1,34.7,0.0,29.0,1.0,48.4,0.0,0.0,1.0,1.0,0,1,0.5,0
2017,CAB0263,Americas,carrier,9.0,5.0,3976.0,5.0,,111.4,77.1,33.5,0.0,29.0,1.0,50.0,0.0,0.0,0.0,1.0,0,2,0.3333333333333333,0
2018,CAB0263,Americas,carrier,10.0,5.0,3976.0,5.0,,111.4,96.2,78.2,0.0,31.0,1.0,51.6,0.0,1.0,0.0,0.0,0,3,0.25,1
2019,CAB0263,Americas,carrier,11.0,5.0,3976.0,5.0,,111.4,109.7,83.6,0.0,32.0,1.0,53.2,1.0,0.0,0.0,1.0,0,0,0.4,1
2020,CAB0263,Americas,carrier,12.0,5.0,3976.0,5.0,,111.4,105.1,36.7,0.0,33.0,1.0,54.8,0.0,0.0,1.0,1.0,0,1,0.3333333333333333,1
2021,CAB0263,Americas,carrier,13.0,5.0,3976.0,5.0,,111.4,111.4,74.2,0.0,37.0,1.0,56.3,0.0,0.0,0.0,1.0,0,2,0.2857142857142857,1
2022,CAB0263,Americas,carrier,14.0,5.0,3976.0,5.0,,111.4,111.4,64.9,0.0,37.0,1.0,57.9,0.0,1.0,0.0,0.0,0,3,0.25,1
2023,CAB0263,Americas,carrier,15.0,5.0,3976.0,5.0,,111.4,111.4,100.0,0.0,37.0,1.0,59.5,1.0,1.0,0.0,1.0,0,0,0.3333333333333333,1
2024,CAB0263,Americas,carrier,16.0,5.0,3976.0,5.0,,111.4,111.4,97.3,0.0,39.0,1.0,61.1,1.0,1.0,1.0,2.0,0,0,0.4,1
2025,CAB0263,Americas,carrier,17.0,5.0,3976.0,5.0,,111.4,111.4,97.7,0.0,39.0,1.0,62.7,1.0,1.0,1.0,3.0,0,0,0.45454545454545453,1
2024,CAB0264,Trans-Atlantic,carrier,0.0,6.0,7219.0,6.0,,270.9,73.2,8.6,0.0,58.0,0.0,15.9,0.0,1.0,,0.0,1,99,0.0,0
2025,CAB0264,Trans-Atlantic,carrier,1.0,6.0,7219.0,6.0,,270.9,90.7,31.3,0.0,62.0,0.0,17.5,1.0,0.0,0.0,1.0,0,0,0.5,0
2015,CAB0265,Trans-Atlantic,carrier,15.0,10.0,5104.0,9.0,,108.6,108.6,69.8,1.0,33.0,1.0,43.7,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0265,Trans-Atlantic,carrier,16.0,10.0,5104.0,9.0,,108.6,108.6,67.9,1.0,37.0,1.0,45.2,0.0,1.0,0.0,0.0,1,99,0.0,0
2017,CAB0265,Trans-Atlantic,carrier,17.0,10.0,5104.0,9.0,,108.6,108.6,64.2,1.0,37.0,1.0,46.8,1.0,0.0,0.0,1.0,0,0,0.3333333333333333,0
2018,CAB0265,Trans-Atlantic,carrier,18.0,10.0,5104.0,9.0,,108.6,108.6,45.3,1.0,40.0,0.0,28.6,0.0,0.0,1.0,1.0,0,1,0.25,1
2019,CAB0265,Trans-Atlantic,carrier,19.0,10.0,5104.0,9.0,,108.6,108.6,89.5,1.0,45.0,0.0,30.2,0.0,0.0,0.0,1.0,0,2,0.2,1
2020,CAB0265,Trans-Atlantic,carrier,20.0,10.0,5104.0,9.0,,108.6,108.6,72.5,1.0,48.0,0.0,31.7,0.0,0.0,0.0,0.0,0,3,0.16666666666666666,1
2021,CAB0265,Trans-Atlantic,carrier,21.0,10.0,5104.0,9.0,,108.6,108.6,62.3,1.0,50.0,0.0,33.3,0.0,0.0,0.0,0.0,0,4,0.14285714285714285,1
2022,CAB0265,Trans-Atlantic,carrier,22.0,10.0,5104.0,9.0,,108.6,108.6,91.4,1.0,51.0,0.0,34.9,0.0,0.0,0.0,0.0,0,5,0.125,1
2023,CAB0265,Trans-Atlantic,carrier,23.0,10.0,5104.0,9.0,,108.6,108.6,63.6,1.0,54.0,0.0,36.5,0.0,1.0,0.0,0.0,0,6,0.1111111111111111,1
2024,CAB0265,Trans-Atlantic,carrier,24.0,10.0,5104.0,9.0,,108.6,108.6,94.6,1.0,58.0,0.0,38.1,1.0,0.0,0.0,1.0,0,0,0.2,1
2015,CAB0266,Africa-Coastal,consortium,8.0,5.0,9029.0,3.0,,104.3,82.1,39.0,0.0,36.0,1.0,48.4,1.0,0.0,,1.0,0,0,1.0,0
2016,CAB0266,Africa-Coastal,consortium,9.0,5.0,9029.0,3.0,,104.3,75.7,74.4,0.0,37.0,1.0,50.0,0.0,0.0,1.0,1.0,0,1,0.5,0
2017,CAB0266,Africa-Coastal,consortium,10.0,5.0,9029.0,3.0,,104.3,85.4,71.6,0.0,40.0,0.0,31.7,0.0,0.0,0.0,1.0,0,2,0.3333333333333333,0
2018,CAB0266,Africa-Coastal,consortium,11.0,5.0,9029.0,3.0,,104.3,98.4,61.0,0.0,40.0,0.0,33.3,0.0,0.0,0.0,0.0,0,3,0.25,1
2019,CAB0266,Africa-Coastal,consortium,12.0,5.0,9029.0,3.0,,104.3,104.3,41.7,0.0,42.0,0.0,34.9,0.0,1.0,0.0,0.0,0,4,0.2,1
2020,CAB0266,Africa-Coastal,consortium,13.0,5.0,9029.0,3.0,,104.3,100.6,70.6,0.0,43.0,0.0,36.5,1.0,0.0,0.0,1.0,0,0,0.3333333333333333,1
