year,cable_id,ocean_route,operator_type,rfs_year,age_years,fiber_pairs,length_km,n_landing_countries,chokepoint,design_capacity_tbps,lit_capacity_tbps,utilization_pct,protected_burial,design_life_years,route_redundancy,is_low_redundancy,vulnerability_index,fault_cause,fault_this_year,fault_next_year
2026,CAB0262,Africa-Coastal,carrier,2015,11,14,3724.0,4,None,452.0,413.8,71.5,1,25,53,0,17.5,none,0,
2015,CAB0263,Americas,carrier,2008,7,5,3976.0,5,None,111.4,67.6,43.8,0,25,28,1,46.8,fishing_anchor,1,0.0
2016,CAB0263,Americas,carrier,2008,8,5,3976.0,5,None,111.4,74.1,34.7,0,25,29,1,48.4,none,0,0.0
2017,CAB0263,Americas,carrier,2008,9,5,3976.0,5,None,111.4,77.1,33.5,0,25,29,1,50.0,none,0,0.0
2018,CAB0263,Americas,carrier,2008,10,5,3976.0,5,None,111.4,96.2,78.2,0,25,31,1,51.6,none,0,1.0
2019,CAB0263,Americas,carrier,2008,11,5,3976.0,5,None,111.4,109.7,83.6,0,25,32,1,53.2,fishing_anchor,1,0.0
2020,CAB0263,Americas,carrier,2008,12,5,3976.0,5,None,111.4,105.1,36.7,0,25,33,1,54.8,none,0,0.0
2021,CAB0263,Americas,carrier,2008,13,5,3976.0,5,None,111.4,111.4,74.2,0,25,37,1,56.3,none,0,0.0
2022,CAB0263,Americas,carrier,2008,14,5,3976.0,5,None,111.4,111.4,64.9,0,25,37,1,57.9,none,0,1.0
2023,CAB0263,Americas,carrier,2008,15,5,3976.0,5,None,111.4,111.4,100.0,0,25,37,1,59.5,fishing_anchor,1,1.0
2024,CAB0263,Americas,carrier,2008,16,5,3976.0,5,None,111.4,111.4,97.3,0,25,39,1,61.1,fishing_anchor,1,1.0
2025,CAB0263,Americas,carrier,2008,17,5,3976.0,5,None,111.4,111.4,97.7,0,25,39,1,62.7,fishing_anchor,1,1.0
2026,CAB0263,Americas,carrier,2008,18,5,3976.0,5,None,111.4,111.4,67.2,0,25,40,0,44.4,fishing_anchor,1,
2024,CAB0264,Trans-Atlantic,carrier,2024,0,6,7219.0,6,None,270.9,73.2,8.6,0,25,58,0,15.9,none,0,1.0
2025,CAB0264,Trans-Atlantic,carrier,2024,1,6,7219.0,6,None,270.9,90.7,31.3,0,25,62,0,17.5,fishing_anchor,1,0.0
2026,CAB0264,Trans-Atlantic,carrier,2024,2,6,7219.0,6,None,270.9,92.5,48.7,0,25,63,0,19.0,none,0,
2015,CAB0265,Trans-Atlantic,carrier,2000,15,10,5104.0,9,None,108.6,108.6,69.8,1,25,33,1,43.7,none,0,0.0
2016,CAB0265,Trans-Atlantic,carrier,2000,16,10,5104.0,9,None,108.6,108.6,67.9,1,25,37,1,45.2,none,0,1.0
2017,CAB0265,Trans-Atlantic,carrier,2000,17,10,5104.0,9,None,108.6,108.6,64.2,1,25,37,1,46.8,fishing_anchor,1,0.0
2018,CAB0265,Trans-Atlantic,carrier,2000,18,10,5104.0,9,None,108.6,108.6,45.3,1,25,40,0,28.6,none,0,0.0
2019,CAB0265,Trans-Atlantic,carrier,2000,19,10,5104.0,9,None,108.6,108.6,89.5,1,25,45,0,30.2,none,0,0.0
2020,CAB0265,Trans-Atlantic,carrier,2000,20,10,5104.0,9,None,108.6,108.6,72.5,1,25,48,0,31.7,none,0,0.0
2021,CAB0265,Trans-Atlantic,carrier,2000,21,10,5104.0,9,None,108.6,108.6,62.3,1,25,50,0,33.3,none,0,0.0
2022,CAB0265,Trans-Atlantic,carrier,2000,22,10,5104.0,9,None,108.6,108.6,91.4,1,25,51,0,34.9,none,0,0.0
2023,CAB0265,Trans-Atlantic,carrier,2000,23,10,5104.0,9,None,108.6,108.6,63.6,1,25,54,0,36.5,none,0,1.0
2024,CAB0265,Trans-Atlantic,carrier,2000,24,10,5104.0,9,None,108.6,108.6,94.6,1,25,58,0,38.1,fishing_anchor,1,0.0
2025,CAB0265,Trans-Atlantic,carrier,2000,25,10,5104.0,9,None,108.6,108.6,100.0,1,25,62,0,39.7,none,0,
2015,CAB0266,Africa-Coastal,consortium,2007,8,5,9029.0,3,None,104.3,82.1,39.0,0,25,36,1,48.4,fishing_anchor,1,0.0
2016,CAB0266,Africa-Coastal,consortium,2007,9,5,9029.0,3,None,104.3,75.7,74.4,0,25,37,1,50.0,none,0,0.0
2017,CAB0266,Africa-Coastal,consortium,2007,10,5,9029.0,3,None,104.3,85.4,71.6,0,25,40,0,31.7,none,0,0.0
2018,CAB0266,Africa-Coastal,consortium,2007,11,5,9029.0,3,None,104.3,98.4,61.0,0,25,40,0,33.3,none,0,0.0
2019,CAB0266,Africa-Coastal,consortium,2007,12,5,9029.0,3,None,104.3,104.3,41.7,0,25,42,0,34.9,none,0,1.0
2020,CAB0266,Africa-Coastal,consortium,2007,13,5,9029.0,3,None,104.3,100.6,70.6,0,25,43,0,36.5,fishing_anchor,1,0.0
2021,CAB0266,Africa-Coastal,consortium,2007,14,5,9029.0,3,None,104.3,104.3,46.3,0,25,44,0,38.1,none,0,1.0
2022,CAB0266,Africa-Coastal,consortium,2007,15,5,9029.0,3,None,104.3,104.3,52.0,0,25,45,0,39.7,natural_hazard,1,0.0
2023,CAB0266,Africa-Coastal,consortium,2007,16,5,9029.0,3,None,104.3,104.3,100.0,0,25,47,0,41.3,none,0,1.0
2024,CAB0266,Africa-Coastal,consortium,2007,17,5,9029.0,3,None,104.3,104.3,73.5,0,25,49,0,42.9,fishing_anchor,1,0.0
2025,CAB0266,Africa-Coastal,consortium,2007,18,5,9029.0,3,None,104.3,104.3,100.0,0,25,52,0,44.4,none,0,0.0
2026,CAB0266,Africa-Coastal,consortium,2007,19,5,9029.0,3,None,104.3,104.3,100.0,0,25,53,0,46.0,none,0,
2020,CAB0267,Intra-Pacific-Islands,carrier,2020,0,8,2327.0,8,None,315.4,47.9,41.9,0,25,40,0,15.9,none,0,0.0
2021,CAB0267,Intra-Pacific-Islands,carrier,2020,1,8,2327.0,8,None,315.4,112.7,48.3,0,25,41,0,17.5,none,0,0.0
2022,CAB0267,Intra-Pacific-Islands,carrier,2020,2,8,2327.0,8,None,315.4,97.5,49.0,0,25,43,0,19.0,none,0,0.0
2023,CAB0267,Intra-Pacific-Islands,carrier,2020,3,8,2327.0,8,None,315.4,118.1,58.4,0,25,45,0,20.6,none,0,1.0
2024,CAB0267,Intra-Pacific-Islands,carrier,2020,4,8,2327.0,8,None,315.4,144.4,40.9,0,25,48,0,22.2,fishing_anchor,1,0.0
2025,CAB0267,Intra-Pacific-Islands,carrier,2020,5,8,2327.0,8,None,315.4,168.7,42.0,0,25,50,0,23.8,none,0,0.0
2026,CAB0267,Intra-Pacific-Islands,carrier,2020,6,8,2327.0,8,None,315.4,192.2,53.6,0,25,51,0,25.4,none,0,
2015,CAB0268,Trans-Atlantic,consortium,2011,4,25,5530.0,2,None,664.3,322.9,45.7,1,25,33,1,38.1,fishing_anchor,1,0.0
2016,CAB0268,Trans-Atlantic,consortium,2011,5,25,5530.0,2,None,664.3,314.3,67.6,1,25,37,1,39.7,none,0,0.0
2017,CAB0268,Trans-Atlantic,consortium,2011,6,25,5530.0,2,None,664.3,413.7,39.9,1,25,37,1,41.3,none,0,0.0
2018,CAB0268,Trans-Atlantic,consortium,2011,7,25,5530.0,2,None,664.3,457.6,79.9,1,25,40,0,23.0,none,0,0.0
2019,CAB0268,Trans-Atlantic,consortium,2011,8,25,5530.0,2,None,664.3,472.6,57.4,1,25,45,0,24.6,none,0,1.0
2020,CAB0268,Trans-Atlantic,consortium,2011,9,25,5530.0,2,None,664.3,471.1,39.3,1,25,48,0,26.2,natural_hazard,1,0.0
2021,CAB0268,Trans-Atlantic,consortium,2011,10,25,5530.0,2,None,664.3,521.3,58.3,1,25,50,0,27.8,none,0,0.0
2022,CAB0268,Trans-Atlantic,consortium,2011,11,25,5530.0,2,None,664.3,606.9,100.0,1,25,51,0,29.4,none,0,1.0
2023,CAB0268,Trans-Atlantic,consortium,2011,12,25,5530.0,2,None,664.3,664.3,84.6,1,25,54,0,31.0,fishing_anchor,1,0.0
2024,CAB0268,Trans-Atlantic,consortium,2011,13,25,5530.0,2,None,664.3,664.3,52.9,1,25,58,0,32.5,none,0,0.0
2025,CAB0268,Trans-Atlantic,consortium,2011,14,25,5530.0,2,None,664.3,664.3,37.3,1,25,62,0,34.1,none,0,0.0
2026,CAB0268,Trans-Atlantic,consortium,2011,15,25,5530.0,2,None,664.3,664.3,70.4,1,25,63,0,35.7,none,0,
2015,CAB0269,Trans-Atlantic,consortium,2004,11,19,6711.0,11,None,314.9,268.3,91.1,0,25,33,1,53.2,none,0,0.0
2016,CAB0269,Trans-Atlantic,consortium,2004,12,19,6711.0,11,None,314.9,304.4,92.9,0,25,37,1,54.8,none,0,1.0
2017,CAB0269,Trans-Atlantic,consortium,2004,13,19,6711.0,11,None,314.9,314.9,92.4,0,25,37,1,56.3,fishing_anchor,1,0.0
2018,CAB0269,Trans-Atlantic,consortium,2004,14,19,6711.0,11,None,314.9,314.9,42.3,0,25,40,0,38.1,none,0,0.0
2019,CAB0269,Trans-Atlantic,consortium,2004,15,19,6711.0,11,None,314.9,314.9,73.0,0,25,45,0,39.7,none,0,0.0
2020,CAB0269,Trans-Atlantic,consortium,2004,16,19,6711.0,11,None,314.9,314.9,61.0,0,25,48,0,41.3,none,0,0.0
2021,CAB0269,Trans-Atlantic,consortium,2004,17,19,6711.0,11,None,314.9,314.9,76.0,0,25,50,0,42.9,none,0,0.0
2022,CAB0269,Trans-Atlantic,consortium,2004,18,19,6711.0,11,None,314.9,314.9,53.4,0,25,51,0,44.4,none,0,1.0
2023,CAB0269,Trans-Atlantic,consortium,2004,19,19,6711.0,11,None,314.9,314.9,80.2,0,25,54,0,46.0,fishing_anchor,1,0.0
2024,CAB0269,Trans-Atlantic,consortium,2004,20,19,6711.0,11,None,314.9,314.9,100.0,0,25,58,0,47.6,none,0,1.0
2025,CAB0269,Trans-Atlantic,consortium,2004,21,19,6711.0,11,None,314.9,314.9,70.7,0,25,62,0,49.2,natural_hazard,1,0.0
2026,CAB0269,Trans-Atlantic,consortium,2004,22,19,6711.0,11,None,314.9,314.9,87.3,0,25,63,0,50.8,none,0,
2015,CAB0270,Americas,carrier,2004,11,19,8750.0,7,None,314.9,297.0,51.9,1,25,28,1,37.3,none,0,0.0
2016,CAB0270,Americas,carrier,2004,12,19,8750.0,7,None,314.9,314.9,54.3,1,25,29,1,38.9,none,0,0.0
2017,CAB0270,Americas,carrier,2004,13,19,8750.0,7,None,314.9,314.9,78.1,1,25,29,1,40.5,none,0,1.0
2018,CAB0270,Americas,carrier,2004,14,19,8750.0,7,None,314.9,314.9,100.0,1,25,31,1,42.1,natural_hazard,1,0.0
2019,CAB0270,Americas,carrier,2004,15,19,8750.0,7,None,314.9,314.9,65.4,1,25,32,1,43.7,none,0,1.0
2020,CAB0270,Americas,carrier,2004,16,19,8750.0,7,None,314.9,314.9,83.0,1,25,33,1,45.2,fishing_anchor,1,0.0
2021,CAB0270,Americas,carrier,2004,17,19,8750.0,7,None,314.9,314.9,99.6,1,25,37,1,46.8,none,0,0.0
2022,CAB0270,Americas,carrier,2004,18,19,8750.0,7,None,314.9,314.9,67.3,1,25,37,1,48.4,none,0,0.0
2023,CAB0270,Americas,carrier,2004,19,19,8750.0,7,None,314.9,314.9,52.4,1,25,37,1,50.0,none,0,0.0
2024,CAB0270,Americas,carrier,2004,20,19,8750.0,7,None,314.9,314.9,81.9,1,25,39,1,51.6,none,0,0.0
2025,CAB0270,Americas,carrier,2004,21,19,8750.0,7,None,314.9,314.9,86.8,1,25,39,1,53.2,none,0,0.0
2026,CAB0270,Americas,carrier,2004,22,19,8750.0,7,None,314.9,314.9,69.1,1,25,40,0,34.9,none,0,
2015,CAB0271,Intra-Asia,government,2015,0,28,6875.0,4,None,904.0,154.5,43.6,1,25,53,0,0.0,none,0,1.0
2016,CAB0271,Intra-Asia,government,2015,1,28,6875.0,4,None,904.0,205.7,31.9,1,25,59,0,1.6,natural_hazard,1,0.0
2017,CAB0271,Intra-Asia,government,2015,2,28,6875.0,4,None,904.0,313.7,54.7,1,25,60,0,3.2,none,0,0.0
2018,CAB0271,Intra-Asia,government,2015,3,28,6875.0,4,None,904.0,373.3,25.5,1,25,62,0,4.8,none,0,0.0
2019,CAB0271,Intra-Asia,government,2015,4,28,6875.0,4,None,904.0,476.9,10.9,1,25,64,0,6.3,none,0,0.0
2020,CAB0271,Intra-Asia,government,2015,5,28,6875.0,4,None,904.0,541.7,59.4,1,25,66,0,7.9,none,0,0.0
2021,CAB0271,Intra-Asia,government,2015,6,28,6875.0,4,None,904.0,551.7,96.1,1,25,69,0,9.5,none,0,0.0
2022,CAB0271,Intra-Asia,government,2015,7,28,6875.0,4,None,904.0,601.7,60.3,1,25,70,0,11.1,none,0,0.0
2023,CAB0271,Intra-Asia,government,2015,8,28,6875.0,4,None,904.0,679.4,55.4,1,25,70,0,12.7,none,0,0.0
2024,CAB0271,Intra-Asia,government,2015,9,28,6875.0,4,None,904.0,710.3,22.6,1,25,75,0,14.3,none,0,0.0
2025,CAB0271,Intra-Asia,government,2015,10,28,6875.0,4,None,904.0,736.9,42.7,1,25,77,0,15.9,none,0,0.0
2026,CAB0271,Intra-Asia,government,2015,11,28,6875.0,4,None,904.0,851.4,79.5,1,25,77,0,17.5,none,0,
2015,CAB0272,Americas,hyperscaler,2003,12,12,4089.0,2,Panama,181.7,172.1,45.3,1,25,28,1,78.6,none,0,0.0
2016,CAB0272,Americas,hyperscaler,2003,13,12,4089.0,2,Panama,181.7,181.7,66.1,1,25,29,1,80.2,none,0,0.0
2017,CAB0272,Americas,hyperscaler,2003,14,12,4089.0,2,Panama,181.7,181.7,95.2,1,25,29,1,81.7,none,0,1.0
2018,CAB0272,Americas,hyperscaler,2003,15,12,4089.0,2,Panama,181.7,181.7,53.9,1,25,31,1,83.3,fishing_anchor,1,0.0
2019,CAB0272,Americas,hyperscaler,2003,16,12,4089.0,2,Panama,181.7,181.7,59.8,1,25,32,1,84.9,none,0,1.0
2020,CAB0272,Americas,hyperscaler,2003,17,12,4089.0,2,Panama,181.7,181.7,74.1,1,25,33,1,86.5,fishing_anchor,1,1.0
2021,CAB0272,Americas,hyperscaler,2003,18,12,4089.0,2,Panama,181.7,181.7,54.4,1,25,37,1,88.1,natural_hazard,1,0.0
2022,CAB0272,Americas,hyperscaler,2003,19,12,4089.0,2,Panama,181.7,181.7,93.5,1,25,37,1,89.7,none,0,1.0
2023,CAB0272,Americas,hyperscaler,2003,20,12,4089.0,2,Panama,181.7,181.7,97.8,1,25,37,1,91.3,fishing_anchor,1,1.0
2024,CAB0272,Americas,hyperscaler,2003,21,12,4089.0,2,Panama,181.7,181.7,98.1,1,25,39,1,92.9,fishing_anchor,1,1.0
2025,CAB0272,Americas,hyperscaler,2003,22,12,4089.0,2,Panama,181.7,181.7,68.5,1,25,39,1,94.4,suspected_external,1,1.0
2026,CAB0272,Americas,hyperscaler,2003,23,12,4089.0,2,Panama,181.7,181.7,100.0,1,25,40,0,76.2,natural_hazard,1,
2020,CAB0273,Intra-Asia,carrier,2020,0,5,4232.0,4,Luzon-Strait,197.1,63.3,67.8,0,25,66,0,43.7,none,0,1.0
2021,CAB0273,Intra-Asia,carrier,2020,1,5,4232.0,4,Luzon-Strait,197.1,69.5,24.8,0,25,69,0,45.2,fishing_anchor,1,0.0
2022,CAB0273,Intra-Asia,carrier,2020,2,5,4232.0,4,Luzon-Strait,197.1,96.5,15.9,0,25,70,0,46.8,none,0,0.0
2023,CAB0273,Intra-Asia,carrier,2020,3,5,4232.0,4,Luzon-Strait,197.1,81.0,51.3,0,25,70,0,48.4,none,0,0.0
2024,CAB0273,Intra-Asia,carrier,2020,4,5,4232.0,4,Luzon-Strait,197.1,95.0,20.8,0,25,75,0,50.0,none,0,0.0
2025,CAB0273,Intra-Asia,carrier,2020,5,5,4232.0,4,Luzon-Strait,197.1,112.1,75.0,0,25,77,0,51.6,none,0,0.0
2026,CAB0273,Intra-Asia,carrier,2020,6,5,4232.0,4,Luzon-Strait,197.1,132.0,69.9,0,25,77,0,53.2,none,0,
2023,CAB0274,Intra-Pacific-Islands,consortium,2023,0,23,2049.0,7,None,1005.4,309.7,21.6,0,25,45,0,15.9,none,0,0.0
2024,CAB0274,Intra-Pacific-Islands,consortium,2023,1,23,2049.0,7,None,1005.4,271.2,52.2,0,25,48,0,17.5,none,0,0.0
2025,CAB0274,Intra-Pacific-Islands,consortium,2023,2,23,2049.0,7,None,1005.4,304.8,55.8,0,25,50,0,19.0,none,0,0.0
2026,CAB0274,Intra-Pacific-Islands,consortium,2023,3,23,2049.0,7,None,1005.4,409.9,47.6,0,25,51,0,20.6,none,0,
2015,CAB0275,Intra-Asia,consortium,2001,14,5,6251.0,3,None,61.4,61.4,88.9,1,25,53,0,22.2,fishing_anchor,1,0.0
2016,CAB0275,Intra-Asia,consortium,2001,15,5,6251.0,3,None,61.4,61.4,52.7,1,25,59,0,23.8,none,0,1.0
2017,CAB0275,Intra-Asia,consortium,2001,16,5,6251.0,3,None,61.4,61.4,73.1,1,25,60,0,25.4,fishing_anchor,1,0.0
2018,CAB0275,Intra-Asia,consortium,2001,17,5,6251.0,3,None,61.4,61.4,72.1,1,25,62,0,27.0,none,0,1.0
2019,CAB0275,Intra-Asia,consortium,2001,18,5,6251.0,3,None,61.4,61.4,62.3,1,25,64,0,28.6,fishing_anchor,1,1.0
2020,CAB0275,Intra-Asia,consortium,2001,19,5,6251.0,3,None,61.4,61.4,100.0,1,25,66,0,30.2,fishing_anchor,1,1.0
2021,CAB0275,Intra-Asia,consortium,2001,20,5,6251.0,3,None,61.4,61.4,69.3,1,25,69,0,31.7,fishing_anchor,1,1.0
2022,CAB0275,Intra-Asia,consortium,2001,21,5,6251.0,3,None,61.4,61.4,88.0,1,25,70,0,33.3,fishing_anchor,1,1.0
2023,CAB0275,Intra-Asia,consortium,2001,22,5,6251.0,3,None,61.4,61.4,100.0,1,25,70,0,34.9,fishing_anchor,1,0.0
2024,CAB0275,Intra-Asia,consortium,2001,23,5,6251.0,3,None,61.4,61.4,100.0,1,25,75,0,36.5,none,0,1.0
2025,CAB0275,Intra-Asia,consortium,2001,24,5,6251.0,3,None,61.4,61.4,100.0,1,25,77,0,38.1,natural_hazard,1,0.0
2026,CAB0275,Intra-Asia,consortium,2001,25,5,6251.0,3,None,61.4,61.4,100.0,1,25,77,0,39.7,none,0,
2015,CAB0276,Intra-Asia,hyperscaler,1998,17,2,2804.0,4,None,16.0,16.0,47.0,1,25,53,0,27.0,none,0,0.0
2016,CAB0276,Intra-Asia,hyperscaler,1998,18,2,2804.0,4,None,16.0,16.0,69.8,1,25,59,0,28.6,none,0,0.0
2017,CAB0276,Intra-Asia,hyperscaler,1998,19,2,2804.0,4,None,16.0,16.0,95.7,1,25,60,0,30.2,none,0,0.0
2018,CAB0276,Intra-Asia,hyperscaler,1998,20,2,2804.0,4,None,16.0,16.0,84.8,1,25,62,0,31.7,none,0,0.0
2019,CAB0276,Intra-Asia,hyperscaler,1998,21,2,2804.0,4,None,16.0,16.0,75.7,1,25,64,0,33.3,none,0,0.0
2020,CAB0276,Intra-Asia,hyperscaler,1998,22,2,2804.0,4,None,16.0,16.0,70.9,1,25,66,0,34.9,none,0,1.0
2021,CAB0276,Intra-Asia,hyperscaler,1998,23,2,2804.0,4,None,16.0,16.0,98.6,1,25,69,0,36.5,fishing_anchor,1,0.0
2022,CAB0276,Intra-Asia,hyperscaler,1998,24,2,2804.0,4,None,16.0,16.0,100.0,1,25,70,0,38.1,none,0,1.0
2023,CAB0276,Intra-Asia,hyperscaler,1998,25,2,2804.0,4,None,16.0,16.0,68.0,1,25,70,0,39.7,fishing_anchor,1,0.0
2024,CAB0276,Intra-Asia,hyperscaler,1998,26,2,2804.0,4,None,16.0,16.0,54.3,1,25,75,0,41.3,none,0,0.0
2025,CAB0276,Intra-Asia,hyperscaler,1998,27,2,2804.0,4,None,16.0,16.0,100.0,1,25,77,0,42.9,none,0,0.0
2026,CAB0276,Intra-Asia,hyperscaler,1998,28,2,2804.0,4,None,16.0,16.0,100.0,1,25,77,0,44.4,none,0,
2015,CAB0277,Americas,consortium,2002,13,5,4155.0,5,Panama,68.6,68.6,49.0,0,25,28,1,84.1,fishing_anchor,1,1.0
2016,CAB0277,Americas,consortium,2002,14,5,4155.0,5,Panama,68.6,68.6,43.8,0,25,29,1,85.7,fishing_anchor,1,0.0
2017,CAB0277,Americas,consortium,2002,15,5,4155.0,5,Panama,68.6,68.6,90.2,0,25,29,1,87.3,none,0,1.0
2018,CAB0277,Americas,consortium,2002,16,5,4155.0,5,Panama,68.6,68.6,85.2,0,25,31,1,88.9,fishing_anchor,1,1.0
2019,CAB0277,Americas,consortium,2002,17,5,4155.0,5,Panama,68.6,68.6,55.4,0,25,32,1,90.5,equipment,1,1.0
2020,CAB0277,Americas,consortium,2002,18,5,4155.0,5,Panama,68.6,68.6,82.5,0,25,33,1,92.1,fishing_anchor,1,1.0
2021,CAB0277,Americas,consortium,2002,19,5,4155.0,5,Panama,68.6,68.6,64.9,0,25,37,1,93.7,fishing_anchor,1,0.0
2022,CAB0277,Americas,consortium,2002,20,5,4155.0,5,Panama,68.6,68.6,85.5,0,25,37,1,95.2,none,0,1.0
2023,CAB0277,Americas,consortium,2002,21,5,4155.0,5,Panama,68.6,68.6,86.4,0,25,37,1,96.8,fishing_anchor,1,1.0
2024,CAB0277,Americas,consortium,2002,22,5,4155.0,5,Panama,68.6,68.6,84.5,0,25,39,1,98.4,fishing_anchor,1,1.0
2025,CAB0277,Americas,consortium,2002,23,5,4155.0,5,Panama,68.6,68.6,55.1,0,25,39,1,100.0,natural_hazard,1,0.0
2026,CAB0277,Americas,consortium,2002,24,5,4155.0,5,Panama,68.6,68.6,82.0,0,25,40,0,81.7,none,0,
2015,CAB0278,Intra-Europe,consortium,2000,15,2,487.0,5,None,21.7,21.7,54.8,0,25,41,0,39.7,none,0,0.0
2016,CAB0278,Intra-Europe,consortium,2000,16,2,487.0,5,None,21.7,21.7,67.8,0,25,42,0,41.3,none,0,0.0
2017,CAB0278,Intra-Europe,consortium,2000,17,2,487.0,5,None,21.7,21.7,89.7,0,25,44,0,42.9,none,0,0.0
2018,CAB0278,Intra-Europe,consortium,2000,18,2,487.0,5,None,21.7,21.7,70.9,0,25,45,0,44.4,none,0,1.0
2019,CAB0278,Intra-Europe,consortium,2000,19,2,487.0,5,None,21.7,21.7,72.9,0,25,47,0,46.0,fishing_anchor,1,0.0
2020,CAB0278,Intra-Europe,consortium,2000,20,2,487.0,5,None,21.7,21.7,92.9,0,25,49,0,47.6,none,0,0.0
2021,CAB0278,Intra-Europe,consortium,2000,21,2,487.0,5,None,21.7,21.7,100.0,0,25,49,0,49.2,none,0,0.0
2022,CAB0278,Intra-Europe,consortium,2000,22,2,487.0,5,None,21.7,21.7,58.1,0,25,52,0,50.8,none,0,0.0
2023,CAB0278,Intra-Europe,consortium,2000,23,2,487.0,5,None,21.7,21.7,74.4,0,25,53,0,52.4,none,0,0.0
2024,CAB0278,Intra-Europe,consortium,2000,24,2,487.0,5,None,21.7,21.7,84.7,0,25,53,0,54.0,none,0,0.0
2025,CAB0278,Intra-Europe,consortium,2000,25,2,487.0,5,None,21.7,21.7,100.0,0,25,58,0,55.6,none,0,0.0
2026,CAB0278,Intra-Europe,consortium,2000,26,2,487.0,5,None,21.7,21.7,98.4,0,25,60,0,57.1,none,0,
2026,CAB0279,Indian-Ocean,hyperscaler,2026,0,25,4544.0,5,Suez,1200.0,249.1,60.3,0,25,43,0,43.7,none,0,
2015,CAB0280,Trans-Pacific,consortium,2007,8,14,13092.0,9,None,292.0,211.4,35.9,1,25,35,1,32.5,none,0,0.0
2016,CAB0280,Trans-Pacific,consortium,2007,9,14,13092.0,9,None,292.0,230.8,72.6,1,25,37,1,34.1,none,0,1.0
2017,CAB0280,Trans-Pacific,consortium,2007,10,14,13092.0,9,None,292.0,247.2,60.0,1,25,38,1,35.7,fishing_anchor,1,0.0
2018,CAB0280,Trans-Pacific,consortium,2007,11,14,13092.0,9,None,292.0,252.7,35.1,1,25,39,1,37.3,none,0,1.0
2019,CAB0280,Trans-Pacific,consortium,2007,12,14,13092.0,9,None,292.0,269.4,51.0,1,25,41,0,19.0,fishing_anchor,1,0.0
2020,CAB0280,Trans-Pacific,consortium,2007,13,14,13092.0,9,None,292.0,292.0,85.4,1,25,42,0,20.6,none,0,1.0
2021,CAB0280,Trans-Pacific,consortium,2007,14,14,13092.0,9,None,292.0,292.0,34.8,1,25,43,0,22.2,fishing_anchor,1,1.0
2022,CAB0280,Trans-Pacific,consortium,2007,15,14,13092.0,9,None,292.0,292.0,55.7,1,25,45,0,23.8,equipment,1,1.0
2023,CAB0280,Trans-Pacific,consortium,2007,16,14,13092.0,9,None,292.0,292.0,57.1,1,25,47,0,25.4,fishing_anchor,1,0.0
2024,CAB0280,Trans-Pacific,consortium,2007,17,14,13092.0,9,None,292.0,292.0,69.9,1,25,49,0,27.0,none,0,1.0
2025,CAB0280,Trans-Pacific,consortium,2007,18,14,13092.0,9,None,292.0,292.0,61.8,1,25,50,0,28.6,fishing_anchor,1,0.0
2026,CAB0280,Trans-Pacific,consortium,2007,19,14,13092.0,9,None,292.0,292.0,97.7,1,25,48,0,30.2,none,0,
2015,CAB0281,Indian-Ocean,carrier,1999,16,3,12717.0,4,None,28.3,28.3,67.6,1,25,31,1,45.2,none,0,0.0
2016,CAB0281,Indian-Ocean,carrier,1999,17,3,12717.0,4,None,28.3,28.3,81.6,1,25,33,1,46.8,none,0,0.0
2017,CAB0281,Indian-Ocean,carrier,1999,18,3,12717.0,4,None,28.3,28.3,100.0,1,25,33,1,48.4,none,0,0.0
2018,CAB0281,Indian-Ocean,carrier,1999,19,3,12717.0,4,None,28.3,28.3,76.9,1,25,35,1,50.0,none,0,0.0
2019,CAB0281,Indian-Ocean,carrier,1999,20,3,12717.0,4,None,28.3,28.3,74.9,1,25,35,1,51.6,none,0,1.0
2020,CAB0281,Indian-Ocean,carrier,1999,21,3,12717.0,4,None,28.3,28.3,74.0,1,25,36,1,53.2,fishing_anchor,1,0.0
2021,CAB0281,Indian-Ocean,carrier,1999,22,3,12717.0,4,None,28.3,28.3,79.8,1,25,39,1,54.8,none,0,1.0
2022,CAB0281,Indian-Ocean,carrier,1999,23,3,12717.0,4,None,28.3,28.3,52.3,1,25,39,1,56.3,natural_hazard,1,0.0
2023,CAB0281,Indian-Ocean,carrier,1999,24,3,12717.0,4,None,28.3,28.3,69.4,1,25,40,0,38.1,none,0,0.0
2024,CAB0281,Indian-Ocean,carrier,1999,25,3,12717.0,4,None,28.3,28.3,68.5,1,25,41,0,39.7,none,0,1.0
2025,CAB0281,Indian-Ocean,carrier,1999,26,3,12717.0,4,None,28.3,28.3,88.8,1,25,44,0,41.3,fishing_anchor,1,
2025,CAB0282,Trans-Atlantic,government,2025,0,9,5277.0,4,None,419.1,118.8,16.3,0,25,62,0,15.9,none,0,0.0
2026,CAB0282,Trans-Atlantic,government,2025,1,9,5277.0,4,None,419.1,115.9,27.4,0,25,63,0,17.5,none,0,
2015,CAB0283,Intra-Pacific-Islands,carrier,2009,6,15,3633.0,6,None,355.7,227.3,67.1,1,25,28,1,29.4,none,0,0.0
2016,CAB0283,Intra-Pacific-Islands,carrier,2009,7,15,3633.0,6,None,355.7,208.9,42.3,1,25,29,1,31.0,none,0,0.0
2017,CAB0283,Intra-Pacific-Islands,carrier,2009,8,15,3633.0,6,None,355.7,282.7,68.1,1,25,29,1,32.5,none,0,0.0
